doi,title,original_query_hits,initial_decision,matched_existing_record,relationship_type,final_decision,final_catalog_slug,reason,review_stage,official_source_url
10.5061/dryad.kq230,"Data from: Variable light environments induce plastic spectral tuning by regional opsin coexpression in the African cichlid fish, Metriaclima zebra","[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Cichlid retinal opsin plasticity is comparative ecology and falls outside the narrowed catalog scope.,scope_screen_b,https://doi.org/10.5061/dryad.kq230
10.5061/dryad.ks48tt4,Data from: Expression of matrix Metalloproteinases-2 and aquaporin-1 in corneoscleral junction after angle-closure in rabbits,"[""\""anterior segment\"""", ""\""optical coherence tomography\"""", ""\""slit lamp\"""", ""glaucoma"", ""iris"", ""ophthalmology""]",include,,,included_new_record,dryad_angle_closure_rabbit,Rabbit corneoscleral images and IOP ELISA and PCR files provide a defined angle-closure disease-mechanism model.,scope_screen_b,https://doi.org/10.5061/dryad.ks48tt4
10.5061/dryad.ks824,Data from: Evolution of iris colour in relation to cavity nesting and parental care in passerine birds,"[""iris""]",include,,,excluded_out_of_scope_or_false_positive,,Passerine iris-colour evolution is comparative ecology rather than a translational ocular phenotype resource.,scope_screen_b,https://doi.org/10.5061/dryad.ks824
10.5061/dryad.ksn02v7cg,Microlensing events indicate that super-Earth exoplanets are common in Jupiter-like orbits,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",broad_screen,https://doi.org/10.5061/dryad.ksn02v7cg
10.5061/dryad.kv3j7,"Data from: Cambrian origin of the CYP27C1-mediated vitamin A1-to-A2 switch, a key mechanism of vertebrate sensory plasticity","[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Lamprey sensory-plasticity evolution is comparative physiology without a direct ophthalmic or translational use.,scope_screen_b,https://doi.org/10.5061/dryad.kv3j7
10.5061/dryad.kwh70rz8j,"Sonification of the atmospheric carbon record over the past 800,000 years","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.kwh70rz8j
10.5061/dryad.m0cfxppck,Data from: Gross primary productivity from leaf-age-dependent light use efficiency (LA-LUE) model over pantropical evergreen broadleaved forests,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.m0cfxppck
10.5061/dryad.m0cfxppdj,"Lanes, clusters, lines of Sight: Modelling diagnostic eyecare clinics to improve patient flow","[""ophthalmology""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"The manifest contains collection templates and a simulation/model archive, not reusable ophthalmic patient or ocular data.",strict_screen_b,https://doi.org/10.5061/dryad.m0cfxppdj
10.5061/dryad.m37pvmdj2,Data from: Pollinator community composition and pollen resource use in calcareous grasslands under different landscape contexts across Europe,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.m37pvmdj2
10.5061/dryad.m63xsj431,"Data from: Metataxonomy and pigments analyses unravel microbial diversity and the relevance of retinal-based photoheterotrophy at different salinities in the Odiel Salterns (SW, Spain)","[""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,broad_screen,https://doi.org/10.5061/dryad.m63xsj431
10.5061/dryad.m63xsj48x,Low-dose biliatresone treatment of pregnant mice causes subclinical biliary disease in their offspring: Evidence for a spectrum of neonatal injury,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.m63xsj48x
10.5061/dryad.m63xsj4dp,CanineHD 230 K BeadChip data from Miniature Dachshunds,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.m63xsj4dp
10.5061/dryad.m905qftxg,Stable resource polymorphism along the benthic littoral-pelagic axis in an invasive crayfish,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.m905qftxg
10.5061/dryad.m905qfv2r,Corneal Laser Procedure for safety and efficacy in vision improvement,"[""corneal"", ""macular"", ""retinal""]",include,,,included_new_record,dryad_corneal_laser_procedure,Two clinical workbooks cover 72 treated eyes and directly support surgical corneal outcome evaluation.,scope_screen_b,https://doi.org/10.5061/dryad.m905qfv2r
10.5061/dryad.m905qfv6q,Data from: Vestigial organs alter fossil placements in an ancient group of terrestrial chelicerates,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.m905qfv6q
10.5061/dryad.mcvdnck22, Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,"[""cataract"", ""ocular""]",include,,,included_new_record,dryad_lens_fluorescence_twins,The 131-participant longitudinal lens-fluorescence workbook is core human ocular biometrics data.,scope_screen_b,https://doi.org/10.5061/dryad.mcvdnck22
10.5061/dryad.mh4f7n3,Data from: SK2 channels in cerebellar Purkinje cells contribute to excitability modulation in motor learning-specific memory traces,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.mh4f7n3
10.5061/dryad.mk4r5,Data from: Effects of nicotine on corneal wound healing following acute alkali burn,"[""corneal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Figure archives and one figure workbook do not define a separately reusable corneal dataset.,strict_screen_b,https://doi.org/10.5061/dryad.mk4r5
10.5061/dryad.msbcc2ftc,A practical approach to functional optical coherence tomography shows abnormal retinal responses in Alzheimer’s disease,"[""\""optical coherence tomography\"""", ""\""retinal image\"""", ""retina"", ""retinal""]",exclude,dryad_functional_oct_alzheimer,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_functional_oct_alzheimer.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.msbcc2ftc
10.5061/dryad.msbcc2fvr,Data from: Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish),"[""retina""]",include,,,included_new_record,dryad_zebrafish_thrb_photoreceptors,Eight genotype/stage functional workbooks provide a defined photoreceptor disease-mechanism model.,scope_screen_b,https://doi.org/10.5061/dryad.msbcc2fvr
10.5061/dryad.msbcc2gb7,Data from: Poison frogs rely on vision for homing in natural environments,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.msbcc2gb7
10.5061/dryad.mt64k,Data from: Vascular patterns in the heads of crocodilians: blood vessels and sites of thermal exchange,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.mt64k
10.5061/dryad.mv711kb,"Data from: Field observations of turbulence, sand suspension and cross-shore transport under spilling  and plunging breakers","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.mv711kb
10.5061/dryad.mw6m9062w,Artificial space weathering to mimic solar wind enhances the toxicity of lunar dust simulants in human lung cells,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.mw6m9062w
10.5061/dryad.n276d,Data from: Population genomics analyses of European ibex species show lower diversity and higher inbreeding in reintroduced populations,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.n276d
10.5061/dryad.n2d7d,Data from: Testing for homologies in the axial skeleton of primitive echinoderms,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.n2d7d
10.5061/dryad.n34h180,Data from: Combined transcriptome and metabolome analysis identifies defence responses in spider-mite infested pepper,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.n34h180
10.5061/dryad.n7140,"Data from: The hawk-eyed songbird: retinal morphology, eye shape, and visual fields of an aerial insectivore","[""\""visual field\"""", ""retina"", ""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,broad_screen,https://doi.org/10.5061/dryad.n7140
10.5061/dryad.n8pk0p340,15-gene expression profile and PRAME as an integrated prognostic test for uveal melanoma: First report of Collaborative Ocular Oncology Group Study No. 2 (COOG2.1),"[""ocular""]",exclude,dryad_uveal_melanoma_coog2,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_uveal_melanoma_coog2.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.n8pk0p340
10.5061/dryad.n8pk0p354,Data from: Body posture aftereffects - Does viewing slouched bodies change people's perception of normal posture?,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.n8pk0p354
10.5061/dryad.ncjsxksxr,Data from: Is retina affected in Huntington's disease? Is optical coherence tomography a good biomarker?,"[""\""optical coherence tomography\"""", ""macular"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_huntingtons_retinal_oct,The named CSV and README form a direct human retinal OCT biomarker resource.,scope_screen_b,https://doi.org/10.5061/dryad.ncjsxksxr
10.5061/dryad.nf94810,Data from: Visual modelling supports the potential for prey detection by means of diurnal active photolocation in a small cryptobenthic fish,"[""iris"", ""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.nf94810
10.5061/dryad.ngf1vhj81,Data from: Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,"[""macular"", ""retinal""]",include,,,included_new_record,dryad_ga_biofeedback,The 18-participant final CSV is a direct human geographic-atrophy rehabilitation outcome resource.,scope_screen_b,https://doi.org/10.5061/dryad.ngf1vhj81
10.5061/dryad.nh0fp1b,Data from: Human foveal cone photoreceptor topography and its dependence on eye length,"[""retinal""]",include,,,included_new_record,dryad_human_foveal_cones,The 28-eye human adaptive-optics archive is directly reusable for foveal cellular imaging and biometric measurement.,scope_screen_b,https://doi.org/10.5061/dryad.nh0fp1b
10.5061/dryad.ns1rn8q1f,Data from: Beware of the impact of land use legacy on genetic connectivity: A case study of the long-lived perennial Primula veris,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.ns1rn8q1f
10.5061/dryad.nv892mp,"Data from: Peripheral synucleinopathy in a DJ1 patient with Parkinson disease, cataracts, and hearing loss","[""cataract"", ""ophthalmology""]",include,,,excluded_out_of_scope_or_false_positive,,Only an appendix workbook is listed and cataract is incidental to a non-ocular case report.,strict_screen_b,https://doi.org/10.5061/dryad.nv892mp
10.5061/dryad.nvx0k6dnw,"Weda, a new genus with two new species of Euphorbiaceae-Crotonoideae from Halmahera (North Moluccas, Indonesia) and phylogenetic relationships of the Australasian tribe Ricinocarpeae","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.nvx0k6dnw
10.5061/dryad.nvx0k6dqg,Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration,"[""\""diabetic retinopathy\"""", ""macular""]",include,dryad_namd_oct_quant;dryad_namd_visual_prediction,shared_source_cohort_distinct_outcome_task,included_new_record,dryad_namd_12_year_survival,"The anonymized 7,802-eye human AMD CSV is a clearly defined long-term ophthalmic survival resource.",scope_screen_b,https://doi.org/10.5061/dryad.nvx0k6dqg
