record_id,canonical_name,catalog_version,catalog_search_cutoff,identity_review_date,current_catalog_record,resource_role,resource_role_definition,dataset_family_id,dataset_family_member_count,dataset_family_members,outgoing_relationship_types,outgoing_relationship_targets,incoming_relationship_sources,relationship_evidence_urls,official_source_url,counting_rule
mendeley_multi_class_retinal_fundus_image_deep,A Multi-Class Retinal Fundus Image Dataset for Deep Learning-Based Ocular Disease Diagnosis,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_multi_class_retinal_fundus_image_deep,1,mendeley_multi_class_retinal_fundus_image_deep,,,,,https://data.mendeley.com/datasets/z227d626vm,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_myopia_metal_mixture_exposure,Dataset: Myopia and Metal Mixture Exposure,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_myopia_metal_mixture_exposure,1,mendeley_myopia_metal_mixture_exposure,,,,,https://data.mendeley.com/datasets/jgh7dxdwyy,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_nagyz_liberty_677my_vs_alcon_acrysof,NagyZ_Liberty 677MY vs. Alcon AcrySof,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_nagyz_liberty_677my_vs_alcon_acrysof,1,mendeley_nagyz_liberty_677my_vs_alcon_acrysof,,,,,https://data.mendeley.com/datasets/zygxgyf4ns,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_netarsudil_on_kdb_treated_eyes,Netarsudil on KDB-treated Eyes,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_netarsudil_on_kdb_treated_eyes,1,mendeley_netarsudil_on_kdb_treated_eyes,,,,,https://data.mendeley.com/datasets/r6gw6fnvdm,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_neurophysiologic_ophthalmic_markers_chemotherapy_related_cognitive,Data for: Neurophysiologic and ophthalmic markers of chemotherapy-related cognitive impairment in patients diagnosed with hematologic cancer,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_neurophysiologic_ophthalmic_markers_chemotherapy_related_cognitive,1,mendeley_neurophysiologic_ophthalmic_markers_chemotherapy_related_cognitive,,,,,https://data.mendeley.com/datasets/npt7rp69gm,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_nuclear_cataract_database_biomedical_machine_learning,Nuclear Cataract Database for Biomedical and Machine Learning Applications,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_nuclear_cataract_database_biomedical_machine_learning,1,mendeley_nuclear_cataract_database_biomedical_machine_learning,,,,,https://data.mendeley.com/datasets/6wv33nbcvv,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_ocular_biometry, OCULAR BIOMETRY DATA,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_ocular_biometry,1,mendeley_ocular_biometry,,,,,https://data.mendeley.com/datasets/4twnn4546j,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_ocular_sebaceous_neoplasms,Ocular sebaceous neoplasms,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_ocular_sebaceous_neoplasms,1,mendeley_ocular_sebaceous_neoplasms,,,,,https://data.mendeley.com/datasets/xg9jcjn388,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_ocular_surface_disorders_affect_quality_life,Ocular Surface Disorders Affect Quality of Life in Patients with Autoimmune Blistering Skin Diseases: A Cross-Sectional Study,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_ocular_surface_disorders_affect_quality_life,1,mendeley_ocular_surface_disorders_affect_quality_life,,,,,https://data.mendeley.com/datasets/73r8vrxksx,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_on_comparison_ocular_surface_disease_index,"Dataset on comparison of the ocular surface disease index questionnaire, the tear film break-up time and Schirmer tests for the evaluation of tear film in computer users and contact lenses without dry eye symptoms",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_on_comparison_ocular_surface_disease_index,1,mendeley_on_comparison_ocular_surface_disease_index,,,,,https://data.mendeley.com/datasets/m7fzwvsm77,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_ophthalmic_anthropometry_malawians,Ophthalmic Anthropometry of Malawians,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_ophthalmic_anthropometry_malawians,1,mendeley_ophthalmic_anthropometry_malawians,,,,,https://data.mendeley.com/datasets/bctfh4m93c,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_ophthalmic_stroke_biomarkers_south_asia,Ophthalmic Stroke Biomarkers in south Asia,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_ophthalmic_stroke_biomarkers_south_asia,1,mendeley_ophthalmic_stroke_biomarkers_south_asia,,,,,https://data.mendeley.com/datasets/whpsmdc2gk,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_optical_coherence_tomography_oct_images_proliferative,"Optical Coherence Tomography (OCT) Images of Proliferative Vitreoretinopathy, Uveitis, and Normal Eyes",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_optical_coherence_tomography_oct_images_proliferative,1,mendeley_optical_coherence_tomography_oct_images_proliferative,,,,,https://data.mendeley.com/datasets/hbr5pwk5w5,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_orbscan_iiz_anterior_maps,"Multimodal Orbscan IIz Dataset: 3,000 Axial Power Anterior Maps with OCR-Extracted Clinical Parameters from 3,000 Unique Patients",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_orbscan_iiz_anterior_maps,1,mendeley_orbscan_iiz_anterior_maps,,,,,https://data.mendeley.com/datasets/78wt2nc387,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
